Month,SIC,Value,Metric,Seasonal Adjustment,Variable,Estimate,Unit,Marker
2022-10,j,-0.01,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2022-11,j,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2022-12,j,0.01,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2012-02,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-03,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-04,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-05,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-06,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-07,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-08,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-09,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-10,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-11,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-12,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2013-01,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2013-02,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2013-03,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2013-04,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2013-05,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2013-06,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2013-07,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2013-08,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2013-09,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2013-10,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2013-11,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2013-12,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2014-01,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2014-02,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2014-03,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2014-04,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2014-05,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2014-06,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2014-07,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2014-08,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2014-09,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2014-10,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2014-11,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2014-12,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2015-01,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2015-02,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2015-03,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2015-04,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2015-05,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2015-06,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2015-07,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2015-08,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2015-09,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2015-10,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2015-11,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2015-12,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2016-01,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2016-02,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2016-03,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2016-04,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2016-05,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2016-06,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2016-07,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2016-08,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2016-09,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2016-10,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2016-11,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2016-12,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2017-01,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2017-02,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2017-03,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2017-04,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2017-05,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2017-06,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2017-07,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2017-08,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2017-09,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2017-10,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2017-11,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2017-12,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2018-01,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2018-02,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2018-03,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2018-04,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2018-05,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2018-06,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2018-07,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2018-08,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2018-09,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2018-10,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2018-11,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2018-12,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2019-01,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2019-02,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2019-03,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2019-04,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2019-05,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2019-06,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2019-07,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2019-08,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2019-09,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2019-10,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2019-11,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2019-12,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2020-01,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2020-02,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2020-03,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2020-04,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2020-05,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2020-06,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2020-07,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2020-08,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2020-09,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2020-10,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2020-11,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2020-12,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2021-01,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2021-02,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2021-03,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2021-04,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2021-05,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2021-06,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2021-07,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2021-08,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2021-09,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2021-10,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2021-11,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2021-12,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2022-01,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2022-02,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2022-03,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2022-04,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2022-05,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2022-06,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2022-07,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2022-08,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2022-09,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2022-10,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2022-11,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2022-12,k,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-suppressed-for-disclosure
2012-02,l,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-03,l,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-04,l,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-05,l,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-06,l,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-07,l,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-08,l,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-09,l,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-10,l,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-11,l,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2012-12,l,,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,data-unavailable
2013-01,l,-0.11,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2013-02,l,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2013-03,l,-0.18,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2013-04,l,-0.19,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2013-05,l,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2013-06,l,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2013-07,l,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2013-08,l,-0.11,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2013-09,l,-0.06,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2013-10,l,-0.06,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2013-11,l,-0.04,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2013-12,l,-0.12,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2014-01,l,-0.05,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2014-02,l,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2014-03,l,0.07,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2014-04,l,0.14,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2014-05,l,-0.05,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2014-06,l,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2014-07,l,-0.05,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2014-08,l,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2014-09,l,0.21,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2014-10,l,0.17,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2014-11,l,-0.09,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2014-12,l,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2015-01,l,0.18,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2015-02,l,0.03,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2015-03,l,-0.11,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2015-04,l,-0.24,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2015-05,l,0.03,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2015-06,l,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2015-07,l,-0.11,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2015-08,l,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2015-09,l,0.07,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2015-10,l,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2015-11,l,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2015-12,l,-0.09,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2016-01,l,-0.23,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2016-02,l,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2016-03,l,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2016-04,l,-0.2,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2016-05,l,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2016-06,l,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2016-07,l,-0.1,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2016-08,l,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2016-09,l,-0.1,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2016-10,l,-0.08,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2016-11,l,-0.14,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2016-12,l,0.16,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2017-01,l,0.11,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2017-02,l,0.07,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2017-03,l,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2017-04,l,0.05,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2017-05,l,-0.06,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2017-06,l,0.05,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2017-07,l,0.03,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2017-08,l,0.12,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2017-09,l,-0.14,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2017-10,l,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2017-11,l,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2017-12,l,0.03,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2018-01,l,-0.05,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2018-02,l,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2018-03,l,-0.06,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2018-04,l,0.0,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2018-05,l,0.02,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2018-06,l,0.07,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2018-07,l,0.09,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2018-08,l,-0.15,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2018-09,l,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2018-10,l,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2018-11,l,0.01,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2018-12,l,0.04,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2019-01,l,-0.02,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2019-02,l,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2019-03,l,0.03,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2019-04,l,0.16,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2019-05,l,0.09,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2019-06,l,-0.05,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2019-07,l,0.13,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2019-08,l,-0.07,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2019-09,l,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2019-10,l,-0.08,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2019-11,l,0.03,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2019-12,l,-0.17,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2020-01,l,-0.15,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2020-02,l,0.05,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2020-03,l,0.01,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2020-04,l,-0.17,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2020-05,l,-0.16,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2020-06,l,-0.17,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2020-07,l,-0.11,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2020-08,l,-0.11,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2020-09,l,-0.1,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2020-10,l,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2020-11,l,-0.11,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2020-12,l,0.15,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2021-01,l,-0.03,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2021-02,l,0.06,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2021-03,l,0.08,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2021-04,l,0.2,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2021-05,l,0.15,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
2021-06,l,0.12,expenditure-current-prices,nsa,diffusion-index-month-on-a-year-ago,day7,unitless,
